[ID],Year,Institution,state,Tot Lic/Opt Exe,Gross Lic Inc
95044,2000,Colorado State University,CO,7,"$603,841"
95113,2000,National Jewish Med. and Res. Ctr.,CO,8,"$304,634"
95044,2001,Colorado State University,CO,10,"$819,153"
95113,2001,National Jewish Med. and Res. Ctr.,CO,9,"$338,303"
95192,2001,Univ. of Colorado,CO,13,"$2,238,792"
95196,2001,Univ. of Denver,CO,0,"$124,278"
95044,2002,Colorado State Univ.,CO,11,"$490,952"
95113,2002,National Jewish Med. and Res. Ctr.,CO,10,"$535,420"
95192,2002,Univ. of Colorado,CO,26,"$2,098,578"
95044,2003,Colorado State Univ.,CO,10,"$963,969"
95113,2003,National Jewish Med. and Res. Ctr.,CO,7,"$302,576"
95192,2003,Univ. of Colorado,CO,34,"$3,083,185"
95044,2004,Colorado State Univ.,CO,7,"$668,758"
95113,2004,National Jewish Med. and Res. Ctr.,CO,16,"$532,944"
95192,2004,Univ. of Colorado,CO,41,"$34,148,514"
95196,2004,Univ. of Denver,CO,0,"$369,885"
95044,2005,Colorado State Univ.,CO,7,"$1,229,700"
95113,2005,National Jewish Med. and Res. Ctr.,CO,22,"$319,225"
95192,2005,Univ. of Colorado,CO,60,"$27,352,470"
95044,2006,Colorado State Univ.,CO,15,"$1,069,661"
95113,2006,National Jewish Med. and Res. Ctr.,CO,11,"$171,555"
95192,2006,Univ. of Colorado,CO,57,"$21,233,214"
95196,2006,Univ. of Denver,CO,,0
95044,2007,Colorado State Univ.,CO,21,"$2,159,867"
95113,2007,National Jewish Med. and Res. Ctr.,CO,15,"$238,975"
95192,2007,Univ. of Colorado,CO,76,"$22,698,000"
95196,2007,Univ. of Denver,CO,,0
95044,2008,Colorado State Univ.,CO,32,"$804,680"
95113,2008,National Jewish Health,CO,19,"$244,332"
95192,2008,Univ. of Colorado,CO,59,"$6,040,300"
95044,2009,Colorado State Univ.,CO,22,"$2,776,439"
95113,2009,National Jewish Health,CO,22,"$211,878"
95192,2009,Univ. of Colorado,CO,62,"$4,430,040"
95196,2009,Univ. of Denver,CO,,"$285,117"
95044,2010,Colorado State Univ.,CO,33,"$1,109,841"
95113,2010,National Jewish Health,CO,7,"$134,034"
95192,2010,Univ. of Colorado,CO,58,"$2,366,000"
95043,2011,Colorado School of Mines,CO,7,"$120,000"
95044,2011,Colorado State Univ.,CO,31,"$1,311,129"
95113,2011,National Jewish Health,CO,6,"$200,058"
95192,2011,Univ. of Colorado,CO,50,"$3,870,111"
95043,2012,Colorado School of Mines,CO,9,"$124,480"
95044,2012,Colorado State Univ.,CO,28,"$1,055,558"
95113,2012,National Jewish Health,CO,8,"$145,224"
95192,2012,Univ. of Colorado,CO,48,"$32,825,799"
95043,2013,Colorado School of Mines,CO,6,"$89,657"
95044,2013,Colorado State Univ.,CO,26,"$1,153,043"
95113,2013,National Jewish Health,CO,3,"$119,302"
95192,2013,Univ. of Colorado,CO,45,"$16,486,254"
95196,2013,Univ. of Denver,CO,,"$117,802"
95046,1996,Competitive Technologies Inc. (CTI),CT,16,"$9,300,000"
95193,1996,Univ. of Connecticut,CT,6,"$437,874"
95282,1996,Yale University,CT,28,"$5,007,486"
95193,1997,Univ. of Connecticut,CT,10,"$432,579"
95282,1997,Yale University,CT,25,"$13,091,174"
95091,1998,Lehigh University,CT,3,"$187,278"
95193,1998,Univ. of Connecticut,CT,12,"$806,155"
95282,1998,Yale University,CT,45,"$33,306,248"
95046,1999,Competitive Technologies Inc. (CTI),CT,9,"$8,332,624"
95091,1999,Lehigh University,CT,,"$218,314"
95193,1999,Univ. of Connecticut,CT,12,"$481,134"
95282,1999,Yale University,CT,23,"$40,763,802"
95193,2000,Univ. of Connecticut,CT,18,"$425,602"
95193,2001,Univ. of Connecticut,CT,12,"$467,064"
95193,2002,Univ. of Connecticut,CT,9,"$625,020"
95193,2003,Univ. of Connecticut,CT,16,"$724,893"
95193,2004,Univ. of Connecticut,CT,19,"$1,790,151"
95193,2005,Univ. of Connecticut,CT,10,"$1,532,000"
95193,2006,Univ. of Connecticut,CT,13,"$814,471"
95193,2007,Univ. of Connecticut,CT,9,"$905,439"
95193,2008,Univ. of Connecticut,CT,17,"$691,561"
95193,2009,Univ. of Connecticut,CT,14,"$749,365"
95193,2010,Univ. of Connecticut,CT,12,"$898,141"
95193,2011,Univ. of Connecticut,CT,7,"$757,360"
95193,2012,Univ. of Connecticut,CT,9,"$965,252"
95193,2013,Univ. of Connecticut,CT,19,"$979,921"
95066,1993,Georgetown University,DC,4,"$115,483"
95066,1994,Georgetown University,DC,9,"$153,777"
95066,1995,Georgetown University,DC,2,"$1,137,000"
95066,1996,Georgetown University,DC,8,"$296,000"
95066,2000,Georgetown University,DC,14,"$26,000,000"
95066,2001,Georgetown University,DC,6,"$68,173"
95066,2002,Georgetown Univ.,DC,11,"$306,333"
96045,2003,The Catholic University of America,DC,1,"$553,117"
95066,2004,Georgetown Univ.,DC,15,"$743,600"
96045,2004,The Catholic University of America,DC,0,"$549,217"
95066,2005,Georgetown Univ.,DC,31,"$470,576"
96045,2005,The Catholic University of America,DC,1,"$531,000"
95066,2006,Georgetown Univ.,DC,31,"$8,478,309"
96045,2006,The Catholic University of America,DC,1,"$539,000"
95066,2007,Georgetown Univ.,DC,28,"$3,129,739"
95066,2008,Georgetown Univ.,DC,20,"$6,518,923"
95066,2009,Georgetown Univ.,DC,11,"$9,222,996"
95066,2010,Georgetown Univ.,DC,10,"$8,054,887"
95066,2011,Georgetown Univ.,DC,14,"$7,996,668"
95066,2012,Georgetown Univ.,DC,5,"$9,771,946"
95066,2013,Georgetown Univ.,DC,3,"$8,576,039"
96045,2013,The Catholic University of America,DC,1,"$420,025"
95195,1993,Univ. of Delaware,DE,4,"$257,788"
95195,1994,Univ. of Delaware,DE,5,"$227,754"
95195,1995,Univ. of Delaware,DE,3,"$416,985"
95195,1996,Univ. of Delaware,DE,3,"$259,460"
95195,1997,Univ. of Delaware,DE,1,"$278,745"
95195,1998,Univ. of Delaware,DE,2,"$204,264"
95195,1999,Univ. of Delaware,DE,4,"$470,303"
95195,2000,Univ. of Delaware,DE,3,"$217,297"
95195,2001,Univ. of Delaware,DE,6,"$824,813"
95195,2002,Univ. of Delaware,DE,0,"$823,800"
95195,2003,Univ. of Delaware,DE,0,"$271,998"
95195,2004,Univ. of Delaware,DE,5,"$355,619"
95195,2005,Univ. of Delaware,DE,2,0
95195,2006,Univ. of Delaware,DE,2,"$215,254"
95195,2007,Univ. of Delaware,DE,13,"$350,084"
95195,2008,Univ. of Delaware,DE,4,"$554,928"
95195,2010,Univ. of Delaware,DE,3,"$350,000"
95195,2011,Univ. of Delaware,DE,3,"$301,199"
95195,2012,Univ. of Delaware,DE,7,0
95195,2013,Univ. of Delaware,DE,8,"$759,402"
95060,1991,FL Atlantic University,FL,4,"$50,000"
95189,1991,Univ. of Central FL,FL,2,"$74,900"
95197,1991,Univ. of FL,FL,20,"$4,276,788"
95217,1991,Univ. of Miami,FL,9,"$49,176"
95243,1991,Univ. of South FL,FL,3,"$41,739"
95060,1992,FL Atlantic University,FL,4,"$50,000"
95189,1992,Univ. of Central FL,FL,7,"$260,000"
95197,1992,Univ. of FL,FL,19,"$5,159,791"
95217,1992,Univ. of Miami,FL,2,"$2,525,667"
95243,1992,Univ. of South FL,FL,3,"$44,851"
95062,1993,FL State University,FL,2,"$571,118"
95189,1993,Univ. of Central FL,FL,2,"$25,000"
95197,1993,Univ. of FL,FL,29,"$5,666,412"
95217,1993,Univ. of Miami,FL,25,"$49,053"
95243,1993,Univ. of South FL,FL,8,"$192,169"
95060,1994,FL Atlantic University,FL,,"$50,000"
95062,1994,FL State University,FL,3,"$6,771,968"
95189,1994,Univ. of Central FL,FL,0,"$173,750"
95197,1994,Univ. of FL,FL,22,"$5,177,050"
95217,1994,Univ. of Miami,FL,25,"$108,448"
95060,1995,FL Atlantic University,FL,1,"$107,500"
95062,1995,FL State University,FL,2,"$9,838,431"
95189,1995,Univ. of Central FL,FL,1,"$29,534"
95197,1995,Univ. of FL,FL,36,"$5,597,178"
95243,1995,Univ. of South FL,FL,8,"$251,000"
95062,1996,Florida State University,FL,3,"$6,500,044"
95189,1996,Univ. of Central Florida,FL,12,"$44,135"
95197,1996,Univ. of Florida,FL,18,"$11,045,299"
95217,1996,Univ. of Miami,FL,15,"$185,700"
95243,1996,Univ. of South Florida,FL,4,"$133,334"
95062,1997,Florida State University,FL,7,"$29,901,112"
95197,1997,Univ. of Florida,FL,8,"$18,156,198"
95217,1997,Univ. of Miami,FL,6,"$104,230"
95243,1997,Univ. of South Florida,FL,12,"$345,414"
95062,1998,Florida State University,FL,7,"$46,642,688"
95197,1998,Univ. of Florida,FL,17,"$19,144,753"
95217,1998,Univ. of Miami,FL,11,"$124,667"
95243,1998,Univ. of South Florida,FL,8,"$706,800"
95062,1999,Florida State University,FL,8,"$57,313,014"
95197,1999,Univ. of Florida,FL,10,"$21,649,577"
95217,1999,Univ. of Miami,FL,9,"$432,937"
95243,1999,Univ. of South Florida,FL,13,"$490,408"
95061,2000,Florida Institute of Technology,FL,1,"$50,000"
2000008,2000,Florida International University,FL,1,"$5,920"
95062,2000,Florida State University,FL,9,"$67,497,034"
95197,2000,Univ. of Florida,FL,28,"$26,274,999"
95217,2000,Univ. of Miami,FL,10,"$603,753"
95243,2000,Univ. of South Florida,FL,7,"$892,526"
95060,2001,Florida Atlantic University,FL,0,"$101,000"
95062,2001,Florida State University,FL,11,"$62,077,749"
95189,2001,Univ. of Central Florida,FL,10,"$177,580"
95197,2001,Univ. of Florida,FL,37,"$28,683,282"
95217,2001,Univ. of Miami,FL,5,"$257,769"
95243,2001,Univ. of South Florida,FL,7,"$882,602"
95060,2002,Florida Atlantic Univ.,FL,2,"$87,950"
2000008,2002,Florida International Univ.,FL,0,"$11,617"
95062,2002,Florida State Univ.,FL,9,"$52,077,120"
95189,2002,Univ. of Central Florida,FL,3,"$279,028"
95197,2002,Univ. of Florida,FL,59,"$31,615,691"
95217,2002,Univ. of Miami,FL,5,"$293,837"
95243,2002,Univ. of South Florida,FL,10,"$1,482,202"
95060,2003,Florida Atlantic Univ.,FL,2,"$121,355"
95062,2003,Florida State Univ.,FL,12,"$24,023,189"
95189,2003,Univ. of Central Florida,FL,4,"$179,292"
95197,2003,Univ. of Florida,FL,55,"$35,278,127"
95217,2003,Univ. of Miami,FL,7,"$203,147"
95243,2003,Univ. of South Florida,FL,7,"$1,234,271"
95060,2004,Florida Atlantic Univ.,FL,4,"$71,608"
95062,2004,Florida State Univ.,FL,6,"$14,316,563"
95189,2004,Univ. of Central Florida,FL,6,"$337,201"
95197,2004,Univ. of Florida,FL,64,"$37,446,673"
95217,2004,Univ. of Miami,FL,4,"$170,899"
95243,2004,Univ. of South Florida,FL,11,"$1,467,820"
95060,2005,Florida Atlantic Univ.,FL,1,"$94,611"
95062,2005,Florida State Univ.,FL,11,"$2,546,440"
95189,2005,Univ. of Central Florida,FL,6,"$163,955"
95197,2005,Univ. of Florida,FL,66,"$40,300,000"
95217,2005,Univ. of Miami,FL,17,"$635,132"
95243,2005,Univ. of South Florida,FL,20,"$1,548,818"
97003,2006,Florida Agricultural and Mechanical Univ.,FL,,0
95060,2006,Florida Atlantic Univ.,FL,4,"$65,847"
20070262,2006,Florida Gulf Coast University,FL,0,$0
95061,2006,Florida Inst. of Technology,FL,1,"$66,342"
2000008,2006,Florida International Univ.,FL,1,"$38,992"
95062,2006,Florida State Univ.,FL,2,"$1,139,604"
99008,2006,H Lee Moffitt Cancer Ctr & Res Inst.,FL,1,0
95189,2006,Univ. of Central Florida,FL,17,"$730,398"
95197,2006,Univ. of Florida,FL,73,"$42,900,000"
95217,2006,Univ. of Miami,FL,10,"$931,430"
95243,2006,Univ. of South Florida,FL,21,"$1,704,025"
99020,2006,Univ. of West Florida Research Fndtn,FL,1,$0
20070263,2006,University of North Florida,FL,0,"$1,273"
95060,2007,Florida Atlantic Univ.,FL,5,"$91,928"
95061,2007,Florida Inst. of Technology,FL,1,"$69,908"
2000008,2007,Florida International Univ.,FL,0,"$6,166"
95062,2007,Florida State Univ.,FL,13,"$1,813,580"
99008,2007,H Lee Moffitt Cancer Ctr & Res Inst.,FL,3,"$38,500"
95189,2007,Univ. of Central Florida,FL,8,"$1,226,758"
95197,2007,Univ. of Florida,FL,74,"$48,035,273"
95217,2007,Univ. of Miami,FL,6,"$1,027,717"
95243,2007,Univ. of South Florida,FL,23,"$2,099,712"
99020,2007,Univ. of West Florida Research Fndtn,FL,0,$0
95060,2008,Florida Atlantic Univ.,FL,1,"$198,880"
2000008,2008,Florida International Univ.,FL,0,"$9,423"
95062,2008,Florida State Univ.,FL,11,"$1,257,266"
99008,2008,H Lee Moffitt Cancer Ctr & Res Inst.,FL,6,"$188,008"
95189,2008,Univ. of Central Florida,FL,8,"$327,176"
95197,2008,Univ. of Florida,FL,75,"$52,252,469"
95217,2008,Univ. of Miami,FL,3,"$526,143"
95243,2008,Univ. of South Florida,FL,28,"$1,831,000"
99020,2008,Univ. of West Florida,FL,1,$0
20070263,2008,University of North Florida,FL,0,$0
2000008,2009,Florida International Univ.,FL,1,"$39,819"
95062,2009,Florida State Univ.,FL,10,"$1,192,448"
99008,2009,H Lee Moffitt Cancer Ctr & Res Inst.,FL,11,"$115,537"
95189,2009,Univ. of Central Florida,FL,5,"$640,008"
95197,2009,Univ. of Florida,FL,115,"$53,880,476"
95217,2009,Univ. of Miami,FL,20,"$1,442,697"
99020,2009,Univ. of West Florida,FL,0,$0
95060,2010,Florida Atlantic Univ.,FL,6,"$145,476"
2000008,2010,Florida International Univ.,FL,1,"$24,942"
95062,2010,Florida State Univ.,FL,6,"$1,314,917"
99008,2010,H Lee Moffitt Cancer Ctr & Res Inst.,FL,18,"$279,772"
95189,2010,Univ. of Central Florida,FL,13,"$647,482"
95197,2010,Univ. of Florida,FL,92,"$29,235,006"
95217,2010,Univ. of Miami,FL,4,"$1,305,661"
95243,2010,Univ. of South Florida,FL,37,"$17,411,625"
99020,2010,Univ. of West Florida,FL,0,$0
2000008,2011,Florida International Univ.,FL,0,"$12,351"
95062,2011,Florida State Univ.,FL,10,"$1,467,981"
99008,2011,H Lee Moffitt Cancer Ctr & Res Inst.,FL,19,"$216,135"
95189,2011,Univ. of Central Florida,FL,11,"$500,966"
95197,2011,Univ. of Florida,FL,131,"$29,493,522"
95217,2011,Univ. of Miami,FL,15,"$1,052,731"
95243,2011,Univ. of South Florida,FL,36,"$1,390,871"
99020,2011,Univ. of West Florida,FL,2,$0
2000008,2012,Florida International Univ.,FL,0,"$62,035"
95062,2012,Florida State Univ.,FL,13,"$1,133,065"
99008,2012,H Lee Moffitt Cancer Ctr & Res Inst.,FL,24,"$212,754"
95189,2012,Univ. of Central Florida,FL,10,"$1,009,000"
95197,2012,Univ. of Florida,FL,129,"$33,922,249"
95217,2012,Univ. of Miami,FL,8,"$1,168,382"
95243,2012,Univ. of South Florida,FL,52,"$1,243,424"
99020,2012,Univ. of West Florida,FL,1,$0
20070264,2013,Embry-Riddle Aeronautical University,FL,0,$0
95062,2013,Florida State Univ.,FL,15,"$1,036,222"
99008,2013,H Lee Moffitt Cancer Ctr & Res Inst.,FL,21,"$226,792"
95189,2013,Univ. of Central Florida,FL,17,"$797,883"
95197,2013,Univ. of Florida,FL,140,"$28,067,988"
95217,2013,Univ. of Miami,FL,19,"$1,725,296"
95067,1991,Georgia Institute of Technology,GA,25,"$1,820,188"
95067,1992,Georgia Institute of Technology,GA,30,"$1,758,884"
95059,1993,Emory University,GA,12,"$1,400,000"
95067,1993,Georgia Institute of Technology,GA,21,"$2,303,752"
95198,1993,Univ. of Georgia,GA,10,"$611,826"
95059,1994,Emory University,GA,6,"$1,500,000"
95067,1994,Georgia Institute of Technology,GA,23,"$1,872,257"
95059,1995,Emory University,GA,3,"$3,100,000"
95067,1995,Georgia Institute of Technology,GA,10,"$1,920,950"
95198,1995,Univ. of Georgia,GA,20,"$1,548,015"
95059,1996,Emory University,GA,11,"$2,580,000"
95067,1996,Georgia Institute of Technology,GA,8,"$2,117,885"
95198,1996,Univ. of Georgia,GA,21,"$1,065,877"
95059,1997,Emory University,GA,18,"$2,800,000"
95067,1997,Georgia Institute of Technology,GA,45,"$2,291,709"
97023,1997,Institute of Paper Science and Tech.,GA,3,"$25,000"
95198,1997,Univ. of Georgia,GA,33,"$3,072,601"
95059,1998,Emory University,GA,15,"$5,410,179"
95067,1998,Georgia Institute of Technology,GA,18,"$2,305,729"
97023,1998,Institute of Paper Science and Tech.,GA,6,$0
95198,1998,Univ. of Georgia,GA,94,"$3,383,662"
95059,1999,Emory University,GA,13,"$16,166,848"
95067,1999,Georgia Institute of Technology,GA,18,"$2,038,078"
97023,1999,Institute of Paper Science and Tech.,GA,2,$0
95198,1999,Univ. of Georgia,GA,32,"$3,208,427"
95059,2000,Emory University,GA,16,"$12,613,619"
95067,2000,Georgia Institute of Technology,GA,15,"$3,477,072"
97023,2000,Institute of Paper Science and Tech.,GA,1,"$31,000"
95198,2000,Univ. of Georgia,GA,43,"$3,762,563"
95059,2001,Emory University,GA,17,"$4,283,475"
95067,2001,Georgia Institute of Technology,GA,17,"$4,657,459"
97023,2001,Institute of Paper Science and Tech.,GA,1,"$36,871"
95198,2001,Univ. of Georgia,GA,40,"$3,139,208"
95059,2002,Emory Univ.,GA,28,"$30,868,379"
95067,2002,Georgia Inst. of Technology,GA,25,"$2,242,319"
97023,2002,Inst. of Paper Science and Tech.,GA,4,"$34,980"
95100,2002,Medical College of Georgia Research Inst.,GA,3,"$136,916"
95198,2002,Univ. of Georgia,GA,57,"$3,833,568"
95059,2003,Emory Univ.,GA,16,"$23,449,754"
95067,2003,Georgia Inst. of Technology,GA,30,"$2,316,516"
95100,2003,Medical College of Georgia Research Inst.,GA,6,"$388,984"
95198,2003,Univ. of Georgia,GA,96,"$4,183,290"
95059,2004,Emory Univ.,GA,27,"$22,682,994"
95067,2004,Georgia Inst. of Technology,GA,35,"$2,315,024"
95100,2004,Medical College of Georgia Research Inst.,GA,4,"$63,088"
95198,2004,Univ. of Georgia,GA,71,"$8,686,532"
95059,2005,Emory Univ.,GA,30,"$585,656,765"
95067,2005,Georgia Inst. of Technology,GA,37,"$4,478,516"
95100,2005,Medical College of Georgia Research Inst.,GA,10,"$79,635"
95198,2005,Univ. of Georgia,GA,84,"$11,304,487"
95059,2006,Emory Univ.,GA,22,"$17,790,432"
95067,2006,Georgia Inst. of Technology,GA,25,"$1,817,319"
95100,2006,Medical College of Georgia Research Inst.,GA,11,"$223,607"
95198,2006,Univ. of Georgia,GA,85,"$16,805,484"
95059,2007,Emory Univ.,GA,40,"$17,681,766"
95067,2007,Georgia Inst. of Technology,GA,33,"$1,979,056"
95100,2007,Medical College of Georgia Research Inst.,GA,17,"$229,172"
95198,2007,Univ. of Georgia,GA,125,"$16,156,819"
95059,2008,Emory Univ.,GA,24,"$19,096,296"
95067,2008,Georgia Inst. of Technology,GA,49,"$2,247,922"
95100,2008,Medical College of Georgia Research Inst.,GA,8,"$290,204"
95198,2008,Univ. of Georgia,GA,130,"$24,128,536"
95059,2009,Emory Univ.,GA,36,"$15,034,198"
95067,2009,Georgia Inst. of Technology,GA,65,"$2,411,613"
95100,2009,Medical College of Georgia Research Inst.,GA,3,"$296,390"
95198,2009,Univ. of Georgia,GA,124,"$30,531,425"
95059,2010,Emory Univ.,GA,36,"$14,383,542"
95067,2010,Georgia Inst. of Technology,GA,42,"$2,282,824"
95100,2010,Medical College of Georgia Research Inst.,GA,,0
95198,2010,Univ. of Georgia,GA,112,"$6,672,555"
95059,2011,Emory Univ.,GA,48,"$15,899,109"
95100,2011,Georgia Health Sciences University,GA,6,"$148,090"
95067,2011,Georgia Inst. of Technology,GA,78,"$3,894,370"
95198,2011,Univ. of Georgia,GA,152,"$6,866,280"
95059,2012,Emory Univ.,GA,44,"$25,425,749"
95067,2012,Georgia Inst. of Technology,GA,130,"$2,363,972"
95100,2012,Georgia Regents University,GA,4,"$63,417"
95198,2012,Univ. of Georgia,GA,232,"$7,513,547"
95059,2013,Emory Univ.,GA,51,"$4,124,413"
95067,2013,Georgia Inst. of Technology,GA,80,"$2,596,454"
95100,2013,Georgia Regents University,GA,6,"$205,809"
95198,2013,Univ. of Georgia,GA,151,"$8,260,195"
95200,1993,Univ. of Hawaii,HI,3,"$63,000"
95200,1995,Univ. of Hawaii,HI,6,"$67,928"
95200,1996,Univ. of Hawaii,HI,1,"$146,921"
95200,1997,Univ. of Hawaii,HI,3,"$100,800"
95200,1998,Univ. of Hawaii,HI,4,"$942,774"
95200,1999,Univ. of Hawaii,HI,0,"$171,877"
95200,2000,Univ. of Hawaii,HI,0,"$300,818"
95200,2001,Univ. of Hawaii,HI,7,"$291,730"
95200,2002,Univ. of Hawaii,HI,3,"$406,736"
95200,2003,Univ. of Hawaii,HI,31,"$534,364"
95200,2004,Univ. of Hawaii,HI,18,"$809,340"
95200,2005,Univ. of Hawaii,HI,15,"$688,321"
95200,2006,Univ. of Hawaii,HI,11,"$900,329"
95200,2007,Univ. of Hawaii,HI,8,"$597,704"
95200,2008,Univ. of Hawaii,HI,1,"$359,525"
95200,2009,Univ. of Hawaii,HI,6,"$360,393"
95200,2010,Univ. of Hawaii,HI,6,"$107,702"
95200,2011,Univ. of Hawaii,HI,7,"$282,858"
95200,2012,Univ. of Hawaii,HI,10,"$171,711"
95200,2013,Univ. of Hawaii,HI,1,"$294,912"
95084,1993,Iowa State University,IA,35,"$11,600,000"
95204,1993,Univ. of Iowa Research Fndtn,IA,10,"$618,642"
95084,1994,Iowa State University,IA,93,"$9,600,000"
95204,1994,Univ. of Iowa Research Fndtn,IA,23,"$630,298"
95084,1995,Iowa State University,IA,136,"$723,000"
95204,1995,Univ. of Iowa Research Fndtn,IA,17,"$742,968"
95084,1996,Iowa State University,IA,114,"$3,500,000"
95204,1996,Univ. of Iowa Research Fndtn.,IA,15,"$681,000"
