[ID],Year,Institution,state,Tot Lic/Opt Exe,St-Ups Formed,Gross Lic Inc
95072,2000,Hospital for Sick Children Research,CANADA,28,3,"$600,150 "
95193,1991,Univ. of CN,CN,7,,"$201,000 "
95282,1991,Yale University,CN,15,,"$761,000 "
95193,1992,Univ. of CN,CN,5,,"$224,000 "
95282,1992,Yale University,CN,16,,"$738,000 "
95046,1993,Competitive Technologies Inc. (CTI),CN,17,,"$3,100,000 "
95193,1993,Univ. of CN,CN,6,,"$440,000 "
95282,1993,Yale University,CN,14,,"$1,700,000 "
95046,1994,Competitive Technologies Inc. (CTI),CN,23,5,"$6,700,000 "
95193,1994,Univ. of CN,CN,6,0,"$514,000 "
95282,1994,Yale University,CN,13,1,"$1,650,000 "
95046,1995,Competitive Technologies Inc. (CTI),CN,27,2,"$4,880,000 "
95193,1995,Univ. of CN,CN,6,1,"$456,845 "
95282,1995,Yale University,CN,18,2,"$2,660,000 "
95044,1991,CO State University,CO,5,,"$166,713 "
95192,1991,Univ. of CO,CO,8,,"$575,788 "
95044,1992,CO State University,CO,3,,"$198,163 "
95192,1992,Univ. of CO,CO,4,,"$840,680 "
95113,1993,National Jewish Center,CO,1,,"$14,820 "
95192,1993,Univ. of CO,CO,10,,"$1,272,764 "
95196,1993,Univ. of Denver,CO,0,,"$153,539 "
95044,1994,CO State University,CO,5,1,"$227,891 "
95113,1994,National Jewish Center,CO,3,0,"$30,968 "
95192,1994,Univ. of CO,CO,17,1,"$1,289,257 "
95196,1994,Univ. of Denver,CO,0,0,"$61,000 "
95044,1995,CO State University,CO,2,0,"$373,179 "
95113,1995,National Jewish Center,CO,1,0,"$125,663 "
95192,1995,Univ. of CO,CO,25,1,"$1,718,839 "
95196,1995,Univ. of Denver,CO,0,0,"$80,000 "
95044,1996,Colorado State University,CO,7,2,"$308,800 "
95113,1996,National Jewish Med. and Res. Ctr.,CO,1,0,"$227,739 "
95192,1996,Univ. of Colorado,CO,28,0,"$2,274,887 "
95196,1996,Univ. of Denver,CO,0,0,"$100,000 "
95044,1997,Colorado State University,CO,9,3,"$638,668 "
95113,1997,National Jewish Med. and Res. Ctr.,CO,4,0,"$237,482 "
95192,1997,Univ. of Colorado,CO,29,4,"$3,552,899 "
95196,1997,Univ. of Denver,CO,0,0,"$103,447 "
95044,1998,Colorado State University,CO,8,0,"$357,115 "
95113,1998,National Jewish Med. and Res. Ctr.,CO,3,0,"$483,711 "
95044,1999,Colorado State University,CO,9,4,"$387,750 "
95113,1999,National Jewish Med. and Res. Ctr.,CO,3,0,"$574,105 "
95192,1999,Univ. of Colorado,CO,10,1,"$3,127,303 "
95044,2000,Colorado State University,CO,7,2,"$603,841 "
95113,2000,National Jewish Med. and Res. Ctr.,CO,8,0,"$304,634 "
95044,2001,Colorado State University,CO,10,0,"$819,153 "
95113,2001,National Jewish Med. and Res. Ctr.,CO,9,1,"$338,303 "
95192,2001,Univ. of Colorado,CO,13,3,"$2,238,792 "
95196,2001,Univ. of Denver,CO,0,0,"$124,278 "
95044,2002,Colorado State Univ.,CO,11,0,"$490,952 "
95113,2002,National Jewish Med. and Res. Ctr.,CO,10,1,"$535,420 "
95192,2002,Univ. of Colorado,CO,26,3,"$2,098,578 "
95044,2003,Colorado State Univ.,CO,10,1,"$963,969 "
95113,2003,National Jewish Med. and Res. Ctr.,CO,7,1,"$302,576 "
95192,2003,Univ. of Colorado,CO,34,6,"$3,083,185 "
95044,2004,Colorado State Univ.,CO,7,2,"$668,758 "
95113,2004,National Jewish Med. and Res. Ctr.,CO,16,1,"$532,944 "
95192,2004,Univ. of Colorado,CO,41,9,"$34,148,514 "
95196,2004,Univ. of Denver,CO,0,0,"$369,885 "
95044,2005,Colorado State Univ.,CO,7,2,"$1,229,700 "
95113,2005,National Jewish Med. and Res. Ctr.,CO,22,1,"$319,225 "
95192,2005,Univ. of Colorado,CO,60,9,"$27,352,470 "
95044,2006,Colorado State Univ.,CO,15,5,"$1,069,661 "
95113,2006,National Jewish Med. and Res. Ctr.,CO,11,0,"$171,555 "
95192,2006,Univ. of Colorado,CO,57,10,"$21,233,214 "
95196,2006,Univ. of Denver,CO,,, 
95044,2007,Colorado State Univ.,CO,21,6,"$2,159,867 "
95113,2007,National Jewish Med. and Res. Ctr.,CO,15,0,"$238,975 "
95192,2007,Univ. of Colorado,CO,76,10,"$22,698,000 "
95196,2007,Univ. of Denver,CO,,, 
95044,2008,Colorado State Univ.,CO,32,3,"$804,680 "
95113,2008,National Jewish Health,CO,19,1,"$244,332 "
95192,2008,Univ. of Colorado,CO,59,11,"$6,040,300 "
95044,2009,Colorado State Univ.,CO,22,1,"$2,776,439 "
95113,2009,National Jewish Health,CO,22,0,"$211,878 "
95192,2009,Univ. of Colorado,CO,62,11,"$4,430,040 "
95196,2009,Univ. of Denver,CO,,,"$285,117 "
95044,2010,Colorado State Univ.,CO,33,5,"$1,109,841 "
95113,2010,National Jewish Health,CO,7,1,"$134,034 "
95192,2010,Univ. of Colorado,CO,58,9,"$2,366,000 "
95043,2011,Colorado School of Mines,CO,7,2,"$120,000 "
95044,2011,Colorado State Univ.,CO,31,5,"$1,311,129 "
95113,2011,National Jewish Health,CO,6,0,"$200,058 "
95192,2011,Univ. of Colorado,CO,50,11,"$3,870,111 "
95043,2012,Colorado School of Mines,CO,9,2,"$124,480 "
95044,2012,Colorado State Univ.,CO,28,6,"$1,055,558 "
95113,2012,National Jewish Health,CO,8,1,"$145,224 "
95192,2012,Univ. of Colorado,CO,48,10,"$32,825,799 "
95043,2013,Colorado School of Mines,CO,6,1,"$89,657 "
95044,2013,Colorado State Univ.,CO,26,7,"$1,153,043 "
95113,2013,National Jewish Health,CO,3,0,"$119,302 "
95192,2013,Univ. of Colorado,CO,45,8,"$16,486,254 "
95196,2013,Univ. of Denver,CO,,,"$117,802 "
95046,1996,Competitive Technologies Inc. (CTI),CT,16,2,"$9,300,000 "
95193,1996,Univ. of Connecticut,CT,6,1,"$437,874 "
95282,1996,Yale University,CT,28,3,"$5,007,486 "
95193,1997,Univ. of Connecticut,CT,10,1,"$432,579 "
95282,1997,Yale University,CT,25,1,"$13,091,174 "
95091,1998,Lehigh University,CT,3,0,"$187,278 "
95193,1998,Univ. of Connecticut,CT,12,1,"$806,155 "
95282,1998,Yale University,CT,45,6,"$33,306,248 "
95046,1999,Competitive Technologies Inc. (CTI),CT,9,0,"$8,332,624 "
95091,1999,Lehigh University,CT,,,"$218,314 "
95193,1999,Univ. of Connecticut,CT,12,2,"$481,134 "
95282,1999,Yale University,CT,23,3,"$40,763,802 "
95193,2000,Univ. of Connecticut,CT,18,0,"$425,602 "
95193,2001,Univ. of Connecticut,CT,12,2,"$467,064 "
95193,2002,Univ. of Connecticut,CT,9,1,"$625,020 "
95193,2003,Univ. of Connecticut,CT,16,1,"$724,893 "
95193,2004,Univ. of Connecticut,CT,19,2,"$1,790,151 "
95193,2005,Univ. of Connecticut,CT,10,2,"$1,532,000 "
95193,2006,Univ. of Connecticut,CT,13,1,"$814,471 "
95193,2007,Univ. of Connecticut,CT,9,3,"$905,439 "
95193,2008,Univ. of Connecticut,CT,17,3,"$691,561 "
95193,2009,Univ. of Connecticut,CT,14,7,"$749,365 "
95193,2010,Univ. of Connecticut,CT,12,6,"$898,141 "
95193,2011,Univ. of Connecticut,CT,7,,"$757,360 "
95193,2012,Univ. of Connecticut,CT,9,5,"$965,252 "
95193,2013,Univ. of Connecticut,CT,19,4,"$979,921 "
95066,1993,Georgetown University,DC,4,,"$115,483 "
95066,1994,Georgetown University,DC,9,0,"$153,777 "
95066,1995,Georgetown University,DC,2,0,"$1,137,000 "
95066,1996,Georgetown University,DC,8,0,"$296,000 "
95066,2000,Georgetown University,DC,14,2,"$26,000,000 "
95066,2001,Georgetown University,DC,6,0,"$68,173 "
95066,2002,Georgetown Univ.,DC,11,0,"$306,333 "
96045,2003,The Catholic University of America,DC,1,1,"$553,117 "
95066,2004,Georgetown Univ.,DC,15,1,"$743,600 "
96045,2004,The Catholic University of America,DC,0,0,"$549,217 "
95066,2005,Georgetown Univ.,DC,31,0,"$470,576 "
96045,2005,The Catholic University of America,DC,1,1,"$531,000 "
95066,2006,Georgetown Univ.,DC,31,2,"$8,478,309 "
96045,2006,The Catholic University of America,DC,1,1,"$539,000 "
95066,2007,Georgetown Univ.,DC,28,3,"$3,129,739 "
95066,2008,Georgetown Univ.,DC,20,0,"$6,518,923 "
95066,2009,Georgetown Univ.,DC,11,0,"$9,222,996 "
95066,2010,Georgetown Univ.,DC,10,0,"$8,054,887 "
95066,2011,Georgetown Univ.,DC,14,2,"$7,996,668 "
95066,2012,Georgetown Univ.,DC,5,1,"$9,771,946 "
95066,2013,Georgetown Univ.,DC,3,1,"$8,576,039 "
96045,2013,The Catholic University of America,DC,1,0,"$420,025 "
95195,1993,Univ. of Delaware,DE,4,,"$257,788 "
95195,1994,Univ. of Delaware,DE,5,0,"$227,754 "
95195,1995,Univ. of Delaware,DE,3,0,"$416,985 "
95195,1996,Univ. of Delaware,DE,3,0,"$259,460 "
95195,1997,Univ. of Delaware,DE,1,0,"$278,745 "
95195,1998,Univ. of Delaware,DE,2,0,"$204,264 "
95195,1999,Univ. of Delaware,DE,4,2,"$470,303 "
95195,2000,Univ. of Delaware,DE,3,1,"$217,297 "
95195,2001,Univ. of Delaware,DE,6,3,"$824,813 "
95195,2002,Univ. of Delaware,DE,0,0,"$823,800 "
95195,2003,Univ. of Delaware,DE,0,0,"$271,998 "
95195,2004,Univ. of Delaware,DE,5,3,"$355,619 "
95195,2005,Univ. of Delaware,DE,2,, 
95195,2006,Univ. of Delaware,DE,2,0,"$215,254 "
95195,2007,Univ. of Delaware,DE,13,3,"$350,084 "
95195,2008,Univ. of Delaware,DE,4,0,"$554,928 "
95195,2010,Univ. of Delaware,DE,3,1,"$350,000 "
95195,2011,Univ. of Delaware,DE,3,1,"$301,199 "
95195,2012,Univ. of Delaware,DE,7,2, 
95195,2013,Univ. of Delaware,DE,8,2,"$759,402 "
95060,1991,FL Atlantic University,FL,4,,"$50,000 "
95189,1991,Univ. of Central FL,FL,2,,"$74,900 "
95197,1991,Univ. of FL,FL,20,,"$4,276,788 "
95217,1991,Univ. of Miami,FL,9,,"$49,176 "
95243,1991,Univ. of South FL,FL,3,,"$41,739 "
95060,1992,FL Atlantic University,FL,4,,"$50,000 "
95189,1992,Univ. of Central FL,FL,7,,"$260,000 "
95197,1992,Univ. of FL,FL,19,,"$5,159,791 "
95217,1992,Univ. of Miami,FL,2,,"$2,525,667 "
95243,1992,Univ. of South FL,FL,3,,"$44,851 "
95062,1993,FL State University,FL,2,,"$571,118 "
95189,1993,Univ. of Central FL,FL,2,,"$25,000 "
95197,1993,Univ. of FL,FL,29,,"$5,666,412 "
95217,1993,Univ. of Miami,FL,25,,"$49,053 "
95243,1993,Univ. of South FL,FL,8,,"$192,169 "
95060,1994,FL Atlantic University,FL,,,"$50,000 "
95062,1994,FL State University,FL,3,0,"$6,771,968 "
95189,1994,Univ. of Central FL,FL,0,1,"$173,750 "
95197,1994,Univ. of FL,FL,22,7,"$5,177,050 "
95217,1994,Univ. of Miami,FL,25,0,"$108,448 "
95060,1995,FL Atlantic University,FL,1,1,"$107,500 "
95062,1995,FL State University,FL,2,0,"$9,838,431 "
95189,1995,Univ. of Central FL,FL,1,0,"$29,534 "
95197,1995,Univ. of FL,FL,36,3,"$5,597,178 "
95243,1995,Univ. of South FL,FL,8,1,"$251,000 "
95062,1996,Florida State University,FL,3,0,"$6,500,044 "
95189,1996,Univ. of Central Florida,FL,12,3,"$44,135 "
95197,1996,Univ. of Florida,FL,18,0,"$11,045,299 "
95217,1996,Univ. of Miami,FL,15,2,"$185,700 "
95243,1996,Univ. of South Florida,FL,4,2,"$133,334 "
95062,1997,Florida State University,FL,7,1,"$29,901,112 "
95197,1997,Univ. of Florida,FL,8,0,"$18,156,198 "
95217,1997,Univ. of Miami,FL,6,0,"$104,230 "
95243,1997,Univ. of South Florida,FL,12,4,"$345,414 "
95062,1998,Florida State University,FL,7,2,"$46,642,688 "
95197,1998,Univ. of Florida,FL,17,4,"$19,144,753 "
95217,1998,Univ. of Miami,FL,11,2,"$124,667 "
95243,1998,Univ. of South Florida,FL,8,3,"$706,800 "
95062,1999,Florida State University,FL,8,1,"$57,313,014 "
95197,1999,Univ. of Florida,FL,10,2,"$21,649,577 "
95217,1999,Univ. of Miami,FL,9,0,"$432,937 "
95243,1999,Univ. of South Florida,FL,13,8,"$490,408 "
95061,2000,Florida Institute of Technology,FL,1,0,"$50,000 "
2000008,2000,Florida International University,FL,1,0,"$5,920 "
95062,2000,Florida State University,FL,9,2,"$67,497,034 "
95197,2000,Univ. of Florida,FL,28,6,"$26,274,999 "
95217,2000,Univ. of Miami,FL,10,0,"$603,753 "
95243,2000,Univ. of South Florida,FL,7,3,"$892,526 "
95060,2001,Florida Atlantic University,FL,0,0,"$101,000 "
95062,2001,Florida State University,FL,11,2,"$62,077,749 "
95189,2001,Univ. of Central Florida,FL,10,4,"$177,580 "
95197,2001,Univ. of Florida,FL,37,3,"$28,683,282 "
95217,2001,Univ. of Miami,FL,5,0,"$257,769 "
95243,2001,Univ. of South Florida,FL,7,3,"$882,602 "
95060,2002,Florida Atlantic Univ.,FL,2,1,"$87,950 "
2000008,2002,Florida International Univ.,FL,0,0,"$11,617 "
95062,2002,Florida State Univ.,FL,9,2,"$52,077,120 "
95189,2002,Univ. of Central Florida,FL,3,2,"$279,028 "
95197,2002,Univ. of Florida,FL,59,5,"$31,615,691 "
95217,2002,Univ. of Miami,FL,5,0,"$293,837 "
95243,2002,Univ. of South Florida,FL,10,1,"$1,482,202 "
95060,2003,Florida Atlantic Univ.,FL,2,0,"$121,355 "
95062,2003,Florida State Univ.,FL,12,2,"$24,023,189 "
95189,2003,Univ. of Central Florida,FL,4,0,"$179,292 "
95197,2003,Univ. of Florida,FL,55,10,"$35,278,127 "
95217,2003,Univ. of Miami,FL,7,0,"$203,147 "
95243,2003,Univ. of South Florida,FL,7,1,"$1,234,271 "
95060,2004,Florida Atlantic Univ.,FL,4,2,"$71,608 "
95062,2004,Florida State Univ.,FL,6,0,"$14,316,563 "
95189,2004,Univ. of Central Florida,FL,6,1,"$337,201 "
95197,2004,Univ. of Florida,FL,64,8,"$37,446,673 "
95217,2004,Univ. of Miami,FL,4,0,"$170,899 "
95243,2004,Univ. of South Florida,FL,11,4,"$1,467,820 "
95060,2005,Florida Atlantic Univ.,FL,1,0,"$94,611 "
95062,2005,Florida State Univ.,FL,11,1,"$2,546,440 "
95189,2005,Univ. of Central Florida,FL,6,2,"$163,955 "
95197,2005,Univ. of Florida,FL,66,13,"$40,300,000 "
95217,2005,Univ. of Miami,FL,17,0,"$635,132 "
95243,2005,Univ. of South Florida,FL,20,6,"$1,548,818 "
97003,2006,Florida Agricultural and Mechanical Univ.,FL,,, 
95060,2006,Florida Atlantic Univ.,FL,4,1,"$65,847 "
20070262,2006,Florida Gulf Coast University,FL,0,0,$0 
95061,2006,Florida Inst. of Technology,FL,1,,"$66,342 "
2000008,2006,Florida International Univ.,FL,1,,"$38,992 "
95062,2006,Florida State Univ.,FL,2,0,"$1,139,604 "
99008,2006,H Lee Moffitt Cancer Ctr & Res Inst.,FL,1,0, 
95189,2006,Univ. of Central Florida,FL,17,4,"$730,398 "
95197,2006,Univ. of Florida,FL,73,10,"$42,900,000 "
95217,2006,Univ. of Miami,FL,10,0,"$931,430 "
95243,2006,Univ. of South Florida,FL,21,6,"$1,704,025 "
99020,2006,Univ. of West Florida Research Fndtn,FL,1,0,$0 
20070263,2006,University of North Florida,FL,0,0,"$1,273 "
95060,2007,Florida Atlantic Univ.,FL,5,2,"$91,928 "
95061,2007,Florida Inst. of Technology,FL,1,0,"$69,908 "
2000008,2007,Florida International Univ.,FL,0,0,"$6,166 "
95062,2007,Florida State Univ.,FL,13,1,"$1,813,580 "
99008,2007,H Lee Moffitt Cancer Ctr & Res Inst.,FL,3,0,"$38,500 "
95189,2007,Univ. of Central Florida,FL,8,3,"$1,226,758 "
95197,2007,Univ. of Florida,FL,74,9,"$48,035,273 "
95217,2007,Univ. of Miami,FL,6,0,"$1,027,717 "
95243,2007,Univ. of South Florida,FL,23,4,"$2,099,712 "
99020,2007,Univ. of West Florida Research Fndtn,FL,0,0,$0 
95060,2008,Florida Atlantic Univ.,FL,1,0,"$198,880 "
2000008,2008,Florida International Univ.,FL,0,0,"$9,423 "
95062,2008,Florida State Univ.,FL,11,3,"$1,257,266 "
99008,2008,H Lee Moffitt Cancer Ctr & Res Inst.,FL,6,0,"$188,008 "
95189,2008,Univ. of Central Florida,FL,8,2,"$327,176 "
95197,2008,Univ. of Florida,FL,75,14,"$52,252,469 "
95217,2008,Univ. of Miami,FL,3,0,"$526,143 "
95243,2008,Univ. of South Florida,FL,28,5,"$1,831,000 "
99020,2008,Univ. of West Florida,FL,1,0,$0 
20070263,2008,University of North Florida,FL,0,0,$0 
2000008,2009,Florida International Univ.,FL,1,0,"$39,819 "
95062,2009,Florida State Univ.,FL,10,2,"$1,192,448 "
99008,2009,H Lee Moffitt Cancer Ctr & Res Inst.,FL,11,2,"$115,537 "
95189,2009,Univ. of Central Florida,FL,5,3,"$640,008 "
95197,2009,Univ. of Florida,FL,115,10,"$53,880,476 "
95217,2009,Univ. of Miami,FL,20,4,"$1,442,697 "
99020,2009,Univ. of West Florida,FL,0,0,$0 
95060,2010,Florida Atlantic Univ.,FL,6,1,"$145,476 "
2000008,2010,Florida International Univ.,FL,1,0,"$24,942 "
95062,2010,Florida State Univ.,FL,6,2,"$1,314,917 "
99008,2010,H Lee Moffitt Cancer Ctr & Res Inst.,FL,18,3,"$279,772 "
95189,2010,Univ. of Central Florida,FL,13,6,"$647,482 "
95197,2010,Univ. of Florida,FL,92,9,"$29,235,006 "
95217,2010,Univ. of Miami,FL,4,2,"$1,305,661 "
95243,2010,Univ. of South Florida,FL,37,5,"$17,411,625 "
99020,2010,Univ. of West Florida,FL,0,0,$0 
2000008,2011,Florida International Univ.,FL,0,0,"$12,351 "
95062,2011,Florida State Univ.,FL,10,4,"$1,467,981 "
99008,2011,H Lee Moffitt Cancer Ctr & Res Inst.,FL,19,1,"$216,135 "
95189,2011,Univ. of Central Florida,FL,11,2,"$500,966 "
95197,2011,Univ. of Florida,FL,131,12,"$29,493,522 "
95217,2011,Univ. of Miami,FL,15,3,"$1,052,731 "
95243,2011,Univ. of South Florida,FL,36,8,"$1,390,871 "
99020,2011,Univ. of West Florida,FL,2,0,$0 
2000008,2012,Florida International Univ.,FL,0,0,"$62,035 "
95062,2012,Florida State Univ.,FL,13,2,"$1,133,065 "
99008,2012,H Lee Moffitt Cancer Ctr & Res Inst.,FL,24,5,"$212,754 "
95189,2012,Univ. of Central Florida,FL,10,5,"$1,009,000 "
95197,2012,Univ. of Florida,FL,129,15,"$33,922,249 "
95217,2012,Univ. of Miami,FL,8,3,"$1,168,382 "
95243,2012,Univ. of South Florida,FL,52,10,"$1,243,424 "
99020,2012,Univ. of West Florida,FL,1,0,$0 
20070264,2013,Embry-Riddle Aeronautical University,FL,0,0,$0 
95062,2013,Florida State Univ.,FL,15,3,"$1,036,222 "
99008,2013,H Lee Moffitt Cancer Ctr & Res Inst.,FL,21,2,"$226,792 "
95189,2013,Univ. of Central Florida,FL,17,3,"$797,883 "
95197,2013,Univ. of Florida,FL,140,16,"$28,067,988 "
95217,2013,Univ. of Miami,FL,19,3,"$1,725,296 "
95067,1991,Georgia Institute of Technology,GA,25,,"$1,820,188 "
95067,1992,Georgia Institute of Technology,GA,30,,"$1,758,884 "
95059,1993,Emory University,GA,12,,"$1,400,000 "
95067,1993,Georgia Institute of Technology,GA,21,,"$2,303,752 "
95198,1993,Univ. of Georgia,GA,10,,"$611,826 "
95059,1994,Emory University,GA,6,2,"$1,500,000 "
95067,1994,Georgia Institute of Technology,GA,23,2,"$1,872,257 "
95059,1995,Emory University,GA,3,1,"$3,100,000 "
95067,1995,Georgia Institute of Technology,GA,10,2,"$1,920,950 "
95198,1995,Univ. of Georgia,GA,20,5,"$1,548,015 "
95059,1996,Emory University,GA,11,0,"$2,580,000 "
95067,1996,Georgia Institute of Technology,GA,8,0,"$2,117,885 "
95198,1996,Univ. of Georgia,GA,21,6,"$1,065,877 "
95059,1997,Emory University,GA,18,3,"$2,800,000 "
95067,1997,Georgia Institute of Technology,GA,45,0,"$2,291,709 "
97023,1997,Institute of Paper Science and Tech.,GA,3,0,"$25,000 "
95198,1997,Univ. of Georgia,GA,33,5,"$3,072,601 "
95059,1998,Emory University,GA,15,5,"$5,410,179 "
95067,1998,Georgia Institute of Technology,GA,18,9,"$2,305,729 "
97023,1998,Institute of Paper Science and Tech.,GA,6,1,$0 
95198,1998,Univ. of Georgia,GA,94,7,"$3,383,662 "
95059,1999,Emory University,GA,13,4,"$16,166,848 "
95067,1999,Georgia Institute of Technology,GA,18,3,"$2,038,078 "
97023,1999,Institute of Paper Science and Tech.,GA,2,0,$0 
95198,1999,Univ. of Georgia,GA,32,5,"$3,208,427 "
95059,2000,Emory University,GA,16,0,"$12,613,619 "
95067,2000,Georgia Institute of Technology,GA,15,6,"$3,477,072 "
97023,2000,Institute of Paper Science and Tech.,GA,1,0,"$31,000 "
95198,2000,Univ. of Georgia,GA,43,7,"$3,762,563 "
95059,2001,Emory University,GA,17,3,"$4,283,475 "
95067,2001,Georgia Institute of Technology,GA,17,8,"$4,657,459 "
97023,2001,Institute of Paper Science and Tech.,GA,1,0,"$36,871 "
95198,2001,Univ. of Georgia,GA,40,6,"$3,139,208 "
95059,2002,Emory Univ.,GA,28,4,"$30,868,379 "
95067,2002,Georgia Inst. of Technology,GA,25,8,"$2,242,319 "
97023,2002,Inst. of Paper Science and Tech.,GA,4,0,"$34,980 "
95100,2002,Medical College of Georgia Research Inst.,GA,3,0,"$136,916 "
95198,2002,Univ. of Georgia,GA,57,4,"$3,833,568 "
95059,2003,Emory Univ.,GA,16,0,"$23,449,754 "
95067,2003,Georgia Inst. of Technology,GA,30,12,"$2,316,516 "
95100,2003,Medical College of Georgia Research Inst.,GA,6,0,"$388,984 "
95198,2003,Univ. of Georgia,GA,96,2,"$4,183,290 "
95059,2004,Emory Univ.,GA,27,2,"$22,682,994 "
95067,2004,Georgia Inst. of Technology,GA,35,15,"$2,315,024 "
95100,2004,Medical College of Georgia Research Inst.,GA,4,0,"$63,088 "
95198,2004,Univ. of Georgia,GA,71,3,"$8,686,532 "
95059,2005,Emory Univ.,GA,30,4,"$585,656,765 "
95067,2005,Georgia Inst. of Technology,GA,37,9,"$4,478,516 "
95100,2005,Medical College of Georgia Research Inst.,GA,10,0,"$79,635 "
95198,2005,Univ. of Georgia,GA,84,2,"$11,304,487 "
95059,2006,Emory Univ.,GA,22,3,"$17,790,432 "
95067,2006,Georgia Inst. of Technology,GA,25,8,"$1,817,319 "
95100,2006,Medical College of Georgia Research Inst.,GA,11,1,"$223,607 "
95198,2006,Univ. of Georgia,GA,85,1,"$16,805,484 "
95059,2007,Emory Univ.,GA,40,6,"$17,681,766 "
95067,2007,Georgia Inst. of Technology,GA,33,9,"$1,979,056 "
95100,2007,Medical College of Georgia Research Inst.,GA,17,0,"$229,172 "
95198,2007,Univ. of Georgia,GA,125,3,"$16,156,819 "
95059,2008,Emory Univ.,GA,24,3,"$19,096,296 "
95067,2008,Georgia Inst. of Technology,GA,49,9,"$2,247,922 "
95100,2008,Medical College of Georgia Research Inst.,GA,8,0,"$290,204 "
95198,2008,Univ. of Georgia,GA,130,2,"$24,128,536 "
95059,2009,Emory Univ.,GA,36,1,"$15,034,198 "
95067,2009,Georgia Inst. of Technology,GA,65,9,"$2,411,613 "
