"States and selected areas:  Employment status of the civilian noninstitutional population,",,,,,,,,,
1976 to 2013 annual averages,,,,,,,,,
,,,,,,,,,
FIPS Code,State and area,Year,Civilian non-institutional population,Civilian labor force,,,,,
26,Michigan,1980,"6,769,333   ","4,325,114   ",63.9   ,"3,801,322   ",56.2   ,"523,792   ",12.1   
27,Minnesota,1980,"3,008,583   ","2,100,545   ",69.8   ,"1,976,259   ",65.7   ,"124,286   ",5.9   
28,Mississippi,1980,"1,771,000   ","1,051,179   ",59.4   ,"970,388   ",54.8   ,"80,791   ",7.7   
29,Missouri,1980,"3,660,917   ","2,309,582   ",63.1   ,"2,142,085   ",58.5   ,"167,497   ",7.3   
30,Montana,1980,"574,833   ","373,810   ",65.0   ,"350,439   ",61.0   ,"23,371   ",6.3   
31,Nebraska,1980,"1,148,083   ","767,288   ",66.8   ,"737,510   ",64.2   ,"29,778   ",3.9   
32,Nevada,1980,"605,167   ","429,963   ",71.0   ,"402,030   ",66.4   ,"27,933   ",6.5   
33,New Hampshire,1980,"682,833   ","466,438   ",68.3   ,"444,956   ",65.2   ,"21,482   ",4.6   
34,New Jersey,1980,"5,599,167   ","3,590,874   ",64.1   ,"3,329,840   ",59.5   ,"261,034   ",7.3   
35,New Mexico,1980,"921,583   ","563,048   ",61.1   ,"520,151   ",56.4   ,"42,897   ",7.6   
36,New York,1980,"13,312,917   ","7,980,087   ",59.9   ,"7,378,679   ",55.4   ,"601,408   ",7.5   
51000,New York city,1980,"5,524,167   ","3,062,463   ",55.4   ,"2,799,764   ",50.7   ,"262,699   ",8.6   
37,North Carolina,1980,"4,292,917   ","2,853,986   ",66.5   ,"2,672,066   ",62.2   ,"181,920   ",6.4   
38,North Dakota,1980,"467,083   ","307,725   ",65.9   ,"292,381   ",62.6   ,"15,344   ",5.0   
39,Ohio,1980,"7,994,000   ","5,070,821   ",63.4   ,"4,638,530   ",58.0   ,"432,291   ",8.5   
40,Oklahoma,1980,"2,218,583   ","1,382,014   ",62.3   ,"1,320,770   ",59.5   ,"61,244   ",4.4   
41,Oregon,1980,"1,973,917   ","1,297,612   ",65.7   ,"1,187,977   ",60.2   ,"109,635   ",8.4   
42,Pennsylvania,1980,"9,049,333   ","5,425,147   ",60.0   ,"4,997,386   ",55.2   ,"427,761   ",7.9   
44,Rhode Island,1980,"719,917   ","470,337   ",65.3   ,"436,954   ",60.7   ,"33,383   ",7.1   
45,South Carolina,1980,"2,221,250   ","1,394,241   ",62.8   ,"1,301,576   ",58.6   ,"92,665   ",6.6   
46,South Dakota,1980,"495,333   ","333,800   ",67.4   ,"318,046   ",64.2   ,"15,754   ",4.7   
47,Tennessee,1980,"3,399,000   ","2,071,605   ",60.9   ,"1,920,122   ",56.5   ,"151,483   ",7.3   
48,Texas,1980,"10,222,500   ","6,767,474   ",66.2   ,"6,417,249   ",62.8   ,"350,225   ",5.2   
49,Utah,1980,"961,667   ","630,122   ",65.5   ,"589,404   ",61.3   ,"40,718   ",6.5   
50,Vermont,1980,"376,667   ","249,671   ",66.3   ,"234,061   ",62.1   ,"15,610   ",6.3   
51,Virginia,1980,"3,888,500   ","2,576,683   ",66.3   ,"2,443,621   ",62.8   ,"133,062   ",5.2   
53,Washington,1980,"3,056,083   ","1,972,373   ",64.5   ,"1,815,717   ",59.4   ,"156,656   ",7.9   
54,West Virginia,1980,"1,444,250   ","776,583   ",53.8   ,"701,820   ",48.6   ,"74,763   ",9.6   
55,Wisconsin,1980,"3,474,833   ","2,362,515   ",68.0   ,"2,190,079   ",63.0   ,"172,436   ",7.3   
56,Wyoming,1980,"335,333   ","236,559   ",70.5   ,"227,193   ",67.8   ,"9,366   ",4.0   
01,Alabama,1981,"2,864,250   ","1,670,332   ",58.3   ,"1,507,852   ",52.6   ,"162,480   ",9.7   
02,Alaska,1981,"273,750   ","199,186   ",72.8   ,"181,118   ",66.2   ,"18,068   ",9.1   
04,Arizona,1981,"2,052,500   ","1,272,557   ",62.0   ,"1,193,843   ",58.2   ,"78,714   ",6.2   
05,Arkansas,1981,"1,686,583   ","1,020,388   ",60.5   ,"933,439   ",55.3   ,"86,949   ",8.5   
06,California,1981,"18,068,500   ","11,827,679   ",65.5   ,"10,947,720   ",60.6   ,"879,959   ",7.4   
037,Los Angeles County,1981,"5,716,000   ","3,764,461   ",65.9   ,"3,501,419   ",61.3   ,"263,042   ",7.0   
08,Colorado,1981,"2,188,500   ","1,546,391   ",70.7   ,"1,461,092   ",66.8   ,"85,299   ",5.5   
09,Connecticut,1981,"2,396,750   ","1,602,202   ",66.8   ,"1,505,380   ",62.8   ,"96,822   ",6.0   
10,Delaware,1981,"445,083   ","288,958   ",64.9   ,"266,415   ",59.9   ,"22,543   ",7.8   
11,District of Columbia,1981,"488,083   ","308,459   ",63.2   ,"280,782   ",57.5   ,"27,677   ",9.0   
12,Florida,1981,"7,905,583   ","4,520,269   ",57.2   ,"4,211,397   ",53.3   ,"308,872   ",6.8   
13,Georgia,1981,"4,010,083   ","2,580,319   ",64.3   ,"2,411,584   ",60.1   ,"168,735   ",6.5   
15,Hawaii,1981,"675,667   ","451,729   ",66.9   ,"428,519   ",63.4   ,"23,210   ",5.1   
16,Idaho,1981,"670,250   ","430,790   ",64.3   ,"398,252   ",59.4   ,"32,538   ",7.6   
17,Illinois,1981,"8,528,750   ","5,593,358   ",65.6   ,"5,114,649   ",60.0   ,"478,709   ",8.6   
18,Indiana,1981,"4,035,000   ","2,618,897   ",64.9   ,"2,365,780   ",58.6   ,"253,117   ",9.7   
19,Iowa,1981,"2,160,083   ","1,425,979   ",66.0   ,"1,326,714   ",61.4   ,"99,265   ",7.0   
20,Kansas,1981,"1,755,333   ","1,192,887   ",68.0   ,"1,142,125   ",65.1   ,"50,762   ",4.3   
21,Kentucky,1981,"2,674,750   ","1,661,470   ",62.1   ,"1,517,346   ",56.7   ,"144,124   ",8.7   
22,Louisiana,1981,"3,045,333   ","1,851,936   ",60.8   ,"1,695,478   ",55.7   ,"156,458   ",8.4   
23,Maine,1981,"835,333   ","512,622   ",61.4   ,"476,094   ",57.0   ,"36,528   ",7.1   
24,Maryland,1981,"3,194,583   ","2,162,879   ",67.7   ,"2,007,801   ",62.9   ,"155,078   ",7.2   
25,Massachusetts,1981,"4,417,500   ","2,938,338   ",66.5   ,"2,749,062   ",62.2   ,"189,276   ",6.4   
26,Michigan,1981,"6,781,333   ","4,295,573   ",63.3   ,"3,757,950   ",55.4   ,"537,623   ",12.5   
27,Minnesota,1981,"3,045,250   ","2,132,757   ",70.0   ,"2,010,296   ",66.0   ,"122,461   ",5.7   
28,Mississippi,1981,"1,794,583   ","1,055,025   ",58.8   ,"963,557   ",53.7   ,"91,468   ",8.7   
29,Missouri,1981,"3,687,250   ","2,319,889   ",62.9   ,"2,146,007   ",58.2   ,"173,882   ",7.5   
30,Montana,1981,"581,667   ","382,855   ",65.8   ,"356,646   ",61.3   ,"26,209   ",6.8   
31,Nebraska,1981,"1,158,000   ","771,899   ",66.7   ,"740,568   ",64.0   ,"31,331   ",4.1   
32,Nevada,1981,"633,417   ","459,885   ",72.6   ,"425,379   ",67.2   ,"34,506   ",7.5   
33,New Hampshire,1981,"697,167   ","478,686   ",68.7   ,"453,640   ",65.1   ,"25,046   ",5.2   
34,New Jersey,1981,"5,662,250   ","3,611,153   ",63.8   ,"3,341,361   ",59.0   ,"269,792   ",7.5   
35,New Mexico,1981,"944,250   ","578,169   ",61.2   ,"535,494   ",56.7   ,"42,675   ",7.4   
36,New York,1981,"13,390,583   ","8,007,749   ",59.8   ,"7,402,009   ",55.3   ,"605,740   ",7.6   
51000,New York city,1981,"5,563,667   ","3,088,867   ",55.5   ,"2,814,747   ",50.6   ,"274,120   ",8.9   
37,North Carolina,1981,"4,367,500   ","2,908,804   ",66.6   ,"2,716,224   ",62.2   ,"192,580   ",6.6   
38,North Dakota,1981,"473,000   ","310,639   ",65.7   ,"295,699   ",62.5   ,"14,940   ",4.8   
39,Ohio,1981,"8,033,667   ","5,112,188   ",63.6   ,"4,622,555   ",57.5   ,"489,633   ",9.6   
40,Oklahoma,1981,"2,271,750   ","1,430,276   ",63.0   ,"1,376,705   ",60.6   ,"53,571   ",3.7   
41,Oregon,1981,"1,998,250   ","1,328,308   ",66.5   ,"1,197,506   ",59.9   ,"130,802   ",9.8   
42,Pennsylvania,1981,"9,107,000   ","5,483,767   ",60.2   ,"5,021,591   ",55.1   ,"462,176   ",8.4   
44,Rhode Island,1981,"726,417   ","478,943   ",65.9   ,"441,105   ",60.7   ,"37,838   ",7.9   
45,South Carolina,1981,"2,266,583   ","1,440,562   ",63.6   ,"1,325,929   ",58.5   ,"114,633   ",8.0   
46,South Dakota,1981,"496,750   ","333,315   ",67.1   ,"317,244   ",63.9   ,"16,071   ",4.8   
47,Tennessee,1981,"3,441,750   ","2,123,082   ",61.7   ,"1,927,620   ",56.0   ,"195,462   ",9.2   
48,Texas,1981,"10,555,417   ","7,079,674   ",67.1   ,"6,701,939   ",63.5   ,"377,735   ",5.3   
49,Utah,1981,"989,583   ","647,451   ",65.4   ,"605,228   ",61.2   ,"42,223   ",6.5   
50,Vermont,1981,"381,833   ","257,296   ",67.4   ,"242,478   ",63.5   ,"14,818   ",5.8   
51,Virginia,1981,"3,958,750   ","2,635,764   ",66.6   ,"2,482,021   ",62.7   ,"153,743   ",5.8   
53,Washington,1981,"3,121,583   ","1,995,282   ",63.9   ,"1,808,415   ",57.9   ,"186,867   ",9.4   
54,West Virginia,1981,"1,456,000   ","770,684   ",52.9   ,"688,256   ",47.3   ,"82,428   ",10.7   
55,Wisconsin,1981,"3,512,917   ","2,384,734   ",67.9   ,"2,195,594   ",62.5   ,"189,140   ",7.9   
56,Wyoming,1981,"348,250   ","247,338   ",71.0   ,"237,187   ",68.1   ,"10,151   ",4.1   
01,Alabama,1982,"2,889,583   ","1,702,879   ",58.9   ,"1,478,260   ",51.2   ,"224,619   ",13.2   
02,Alaska,1982,"292,417   ","215,169   ",73.6   ,"194,142   ",66.4   ,"21,027   ",9.8   
04,Arizona,1982,"2,118,000   ","1,344,225   ",63.5   ,"1,209,990   ",57.1   ,"134,235   ",10.0   
05,Arkansas,1982,"1,698,000   ","1,022,953   ",60.2   ,"926,190   ",54.5   ,"96,763   ",9.5   
06,California,1982,"18,426,583   ","12,150,333   ",65.9   ,"10,931,095   ",59.3   ,"1,219,238   ",10.0   
037,Los Angeles County,1982,"5,814,000   ","3,809,113   ",65.5   ,"3,454,097   ",59.4   ,"355,016   ",9.3   
08,Colorado,1982,"2,255,250   ","1,610,754   ",71.4   ,"1,485,571   ",65.9   ,"125,183   ",7.8   
09,Connecticut,1982,"2,416,583   ","1,629,604   ",67.4   ,"1,517,552   ",62.8   ,"112,052   ",6.9   
10,Delaware,1982,"450,750   ","292,861   ",65.0   ,"269,500   ",59.8   ,"23,361   ",8.0   
11,District of Columbia,1982,"484,583   ","308,486   ",63.7   ,"275,661   ",56.9   ,"32,825   ",10.6   
12,Florida,1982,"8,156,667   ","4,724,566   ",57.9   ,"4,328,901   ",53.1   ,"395,665   ",8.4   
13,Georgia,1982,"4,084,667   ","2,628,314   ",64.3   ,"2,426,141   ",59.4   ,"202,173   ",7.7   
15,Hawaii,1982,"689,917   ","459,745   ",66.6   ,"432,473   ",62.7   ,"27,272   ",5.9   
16,Idaho,1982,"679,750   ","438,349   ",64.5   ,"398,844   ",58.7   ,"39,505   ",9.0   
17,Illinois,1982,"8,557,500   ","5,597,784   ",65.4   ,"4,964,767   ",58.0   ,"633,017   ",11.3   
18,Indiana,1982,"4,047,750   ","2,597,325   ",64.2   ,"2,288,118   ",56.5   ,"309,207   ",11.9   
19,Iowa,1982,"2,158,583   ","1,414,810   ",65.5   ,"1,299,681   ",60.2   ,"115,129   ",8.1   
20,Kansas,1982,"1,770,917   ","1,179,169   ",66.6   ,"1,102,454   ",62.3   ,"76,715   ",6.5   
21,Kentucky,1982,"2,697,250   ","1,686,793   ",62.5   ,"1,504,720   ",55.8   ,"182,073   ",10.8   
22,Louisiana,1982,"3,108,667   ","1,871,597   ",60.2   ,"1,680,499   ",54.1   ,"191,098   ",10.2   
23,Maine,1982,"843,167   ","520,558   ",61.7   ,"477,465   ",56.6   ,"43,093   ",8.3   
24,Maryland,1982,"3,226,500   ","2,181,452   ",67.6   ,"2,001,682   ",62.0   ,"179,770   ",8.2   
25,Massachusetts,1982,"4,443,000   ","2,965,665   ",66.7   ,"2,729,293   ",61.4   ,"236,372   ",8.0   
26,Michigan,1982,"6,754,167   ","4,257,829   ",63.0   ,"3,595,428   ",53.2   ,"662,401   ",15.6   
27,Minnesota,1982,"3,069,750   ","2,166,242   ",70.6   ,"1,991,237   ",64.9   ,"175,005   ",8.1   
28,Mississippi,1982,"1,814,083   ","1,073,083   ",59.2   ,"949,738   ",52.4   ,"123,345   ",11.5   
29,Missouri,1982,"3,702,167   ","2,331,929   ",63.0   ,"2,117,158   ",57.2   ,"214,771   ",9.2   
30,Montana,1982,"588,250   ","385,402   ",65.5   ,"353,721   ",60.1   ,"31,681   ",8.2   
31,Nebraska,1982,"1,164,250   ","782,531   ",67.2   ,"737,985   ",63.4   ,"44,546   ",5.7   
32,Nevada,1982,"657,667   ","479,388   ",72.9   ,"431,762   ",65.7   ,"47,626   ",9.9   
33,New Hampshire,1982,"709,500   ","489,978   ",69.1   ,"455,859   ",64.3   ,"34,119   ",7.0   
34,New Jersey,1982,"5,714,250   ","3,629,220   ",63.5   ,"3,314,529   ",58.0   ,"314,691   ",8.7   
35,New Mexico,1982,"968,000   ","592,811   ",61.2   ,"539,419   ",55.7   ,"53,392   ",9.0   
36,New York,1982,"13,464,250   ","7,979,273   ",59.3   ,"7,297,252   ",54.2   ,"682,021   ",8.5   
51000,New York city,1982,"5,606,417   ","3,075,112   ",54.8   ,"2,778,214   ",49.6   ,"296,898   ",9.7   
37,North Carolina,1982,"4,435,750   ","2,941,266   ",66.3   ,"2,661,636   ",60.0   ,"279,630   ",9.5   
38,North Dakota,1982,"479,250   ","316,193   ",66.0   ,"298,068   ",62.2   ,"18,125   ",5.7   
39,Ohio,1982,"8,045,417   ","5,157,246   ",64.1   ,"4,504,425   ",56.0   ,"652,821   ",12.7   
40,Oklahoma,1982,"2,350,167   ","1,495,644   ",63.6   ,"1,403,204   ",59.7   ,"92,440   ",6.2   
41,Oregon,1982,"2,003,250   ","1,325,162   ",66.2   ,"1,171,534   ",58.5   ,"153,628   ",11.6   
42,Pennsylvania,1982,"9,146,000   ","5,496,646   ",60.1   ,"4,878,084   ",53.3   ,"618,562   ",11.3   
44,Rhode Island,1982,"731,583   ","476,155   ",65.1   ,"431,527   ",59.0   ,"44,628   ",9.4   
45,South Carolina,1982,"2,307,333   ","1,503,634   ",65.2   ,"1,342,557   ",58.2   ,"161,077   ",10.7   
46,South Dakota,1982,"498,667   ","333,312   ",66.8   ,"315,106   ",63.2   ,"18,206   ",5.5   
47,Tennessee,1982,"3,476,417   ","2,141,185   ",61.6   ,"1,891,509   ",54.4   ,"249,676   ",11.7   
48,Texas,1982,"10,960,167   ","7,384,805   ",67.4   ,"6,874,191   ",62.7   ,"510,614   ",6.9   
49,Utah,1982,"1,016,667   ","672,679   ",66.2   ,"616,655   ",60.7   ,"56,024   ",8.3   
50,Vermont,1982,"386,750   ","263,041   ",68.0   ,"244,005   ",63.1   ,"19,036   ",7.2   
51,Virginia,1982,"4,019,500   ","2,663,590   ",66.3   ,"2,466,999   ",61.4   ,"196,591   ",7.4   
53,Washington,1982,"3,158,000   ","2,024,118   ",64.1   ,"1,784,599   ",56.5   ,"239,519   ",11.8   
54,West Virginia,1982,"1,463,250   ","771,250   ",52.7   ,"660,867   ",45.2   ,"110,383   ",14.3   
55,Wisconsin,1982,"3,535,500   ","2,410,399   ",68.2   ,"2,162,766   ",61.2   ,"247,633   ",10.3   
56,Wyoming,1982,"358,000   ","253,531   ",70.8   ,"237,994   ",66.5   ,"15,537   ",6.1   
01,Alabama,1983,"2,911,083   ","1,726,929   ",59.3   ,"1,505,701   ",51.7   ,"221,228   ",12.8   
02,Alaska,1983,"319,833   ","231,676   ",72.4   ,"208,444   ",65.2   ,"23,232   ",10.0   
04,Arizona,1983,"2,190,667   ","1,392,418   ",63.6   ,"1,264,954   ",57.7   ,"127,464   ",9.2   
05,Arkansas,1983,"1,716,750   ","1,029,605   ",60.0   ,"929,253   ",54.1   ,"100,352   ",9.7   
06,California,1983,"18,725,000   ","12,292,474   ",65.6   ,"11,083,699   ",59.2   ,"1,208,775   ",9.8   
037,Los Angeles County,1983,"5,917,417   ","3,813,894   ",64.5   ,"3,442,193   ",58.2   ,"371,701   ",9.7   
08,Colorado,1983,"2,314,917   ","1,666,135   ",72.0   ,"1,544,124   ",66.7   ,"122,011   ",7.3   
09,Connecticut,1983,"2,432,000   ","1,639,357   ",67.4   ,"1,542,196   ",63.4   ,"97,161   ",5.9   
10,Delaware,1983,"456,000   ","298,129   ",65.4   ,"275,291   ",60.4   ,"22,838   ",7.7   
11,District of Columbia,1983,"483,083   ","313,217   ",64.8   ,"278,799   ",57.7   ,"34,418   ",11.0   
12,Florida,1983,"8,398,083   ","4,909,274   ",58.5   ,"4,489,884   ",53.5   ,"419,390   ",8.5   
13,Georgia,1983,"4,149,833   ","2,678,114   ",64.5   ,"2,476,325   ",59.7   ,"201,789   ",7.5   
15,Hawaii,1983,"707,417   ","471,906   ",66.7   ,"444,018   ",62.8   ,"27,888   ",5.9   
16,Idaho,1983,"689,750   ","450,692   ",65.3   ,"410,985   ",59.6   ,"39,707   ",8.8   
17,Illinois,1983,"8,578,750   ","5,591,987   ",65.2   ,"4,938,769   ",57.6   ,"653,218   ",11.7   
18,Indiana,1983,"4,055,750   ","2,582,754   ",63.7   ,"2,297,209   ",56.6   ,"285,545   ",11.1   
19,Iowa,1983,"2,159,250   ","1,419,803   ",65.8   ,"1,301,402   ",60.3   ,"118,401   ",8.3   
20,Kansas,1983,"1,784,417   ","1,185,928   ",66.5   ,"1,114,583   ",62.5   ,"71,345   ",6.0   
21,Kentucky,1983,"2,720,250   ","1,706,596   ",62.7   ,"1,514,224   ",55.7   ,"192,372   ",11.3   
22,Louisiana,1983,"3,163,167   ","1,909,973   ",60.4   ,"1,686,148   ",53.3   ,"223,825   ",11.7   
23,Maine,1983,"853,500   ","532,810   ",62.4   ,"490,350   ",57.5   ,"42,460   ",8.0   
24,Maryland,1983,"3,248,000   ","2,199,820   ",67.7   ,"2,038,581   ",62.8   ,"161,239   ",7.3   
25,Massachusetts,1983,"4,472,250   ","2,972,102   ",66.5   ,"2,763,148   ",61.8   ,"208,954   ",7.0   
26,Michigan,1983,"6,718,250   ","4,257,734   ",63.4   ,"3,635,797   ",54.1   ,"621,937   ",14.6   
27,Minnesota,1983,"3,085,417   ","2,183,505   ",70.8   ,"2,009,567   ",65.1   ,"173,938   ",8.0   
28,Mississippi,1983,"1,825,750   ","1,084,461   ",59.4   ,"947,586   ",51.9   ,"136,875   ",12.6   
29,Missouri,1983,"3,728,167   ","2,364,938   ",63.4   ,"2,132,956   ",57.2   ,"231,982   ",9.8   
30,Montana,1983,"596,250   ","392,707   ",65.9   ,"359,206   ",60.2   ,"33,501   ",8.5   
31,Nebraska,1983,"1,173,250   ","786,527   ",67.0   ,"741,568   ",63.2   ,"44,959   ",5.7   
32,Nevada,1983,"671,333   ","486,713   ",72.5   ,"439,583   ",65.5   ,"47,130   ",9.7   
33,New Hampshire,1983,"721,000   ","499,264   ",69.2   ,"471,077   ",65.3   ,"28,187   ",5.6   
34,New Jersey,1983,"5,779,000   ","3,688,784   ",63.8   ,"3,392,615   ",58.7   ,"296,169   ",8.0   
35,New Mexico,1983,"992,417   ","607,860   ",61.3   ,"550,140   ",55.4   ,"57,720   ",9.5   
36,New York,1983,"13,547,417   ","8,026,419   ",59.2   ,"7,332,020   ",54.1   ,"694,399   ",8.7   
51000,New York city,1983,"5,667,083   ","3,074,608   ",54.3   ,"2,779,133   ",49.0   ,"295,475   ",9.6   
37,North Carolina,1983,"4,489,750   ","2,938,012   ",65.4   ,"2,676,515   ",59.6   ,"261,497   ",8.9   
38,North Dakota,1983,"486,917   ","320,471   ",65.8   ,"301,263   ",61.9   ,"19,208   ",6.0   
39,Ohio,1983,"8,032,750   ","5,122,929   ",63.8   ,"4,498,380   ",56.0   ,"624,549   ",12.2   
40,Oklahoma,1983,"2,416,333   ","1,548,713   ",64.1   ,"1,415,275   ",58.6   ,"133,438   ",8.6   
41,Oregon,1983,"2,007,750   ","1,330,473   ",66.3   ,"1,185,413   ",59.0   ,"145,060   ",10.9   
42,Pennsylvania,1983,"9,176,417   ","5,505,338   ",60.0   ,"4,864,674   ",53.0   ,"640,664   ",11.6   
44,Rhode Island,1983,"735,417   ","477,003   ",64.9   ,"437,170   ",59.4   ,"39,833   ",8.4   
45,South Carolina,1983,"2,341,083   ","1,505,474   ",64.3   ,"1,361,533   ",58.2   ,"143,941   ",9.6   
46,South Dakota,1983,"503,667   ","334,914   ",66.5   ,"317,167   ",63.0   ,"17,747   ",5.3   
47,Tennessee,1983,"3,504,917   ","2,188,253   ",62.4   ,"1,932,428   ",55.1   ,"255,825   ",11.7   
48,Texas,1983,"11,286,167   ","7,639,828   ",67.7   ,"7,033,882   ",62.3   ,"605,946   ",7.9   
49,Utah,1983,"1,045,750   ","693,356   ",66.3   ,"632,059   ",60.4   ,"61,297   ",8.8   
50,Vermont,1983,"391,667   ","265,424   ",67.8   ,"247,565   ",63.2   ,"17,859   ",6.7   
51,Virginia,1983,"4,082,000   ","2,734,413   ",67.0   ,"2,561,568   ",62.8   ,"172,845   ",6.3   
53,Washington,1983,"3,186,750   ","2,061,580   ",64.7   ,"1,835,043   ",57.6   ,"226,537   ",11.0   
54,West Virginia,1983,"1,470,333   ","774,919   ",52.7   ,"639,713   ",43.5   ,"135,206   ",17.4   
55,Wisconsin,1983,"3,540,083   ","2,401,756   ",67.8   ,"2,165,339   ",61.2   ,"236,417   ",9.8   
56,Wyoming,1983,"363,083   ","257,976   ",71.1   ,"236,570   ",65.2   ,"21,406   ",8.3   
01,Alabama,1984,"2,939,000   ","1,755,660   ",59.7   ,"1,576,853   ",53.7   ,"178,807   ",10.2   
02,Alaska,1984,"335,667   ","244,849   ",72.9   ,"220,709   ",65.8   ,"24,140   ",9.9   
04,Arizona,1984,"2,268,833   ","1,437,830   ",63.4   ,"1,366,161   ",60.2   ,"71,669   ",5.0   
05,Arkansas,1984,"1,733,750   ","1,041,797   ",60.1   ,"955,218   ",55.1   ,"86,579   ",8.3   
06,California,1984,"19,162,167   ","12,626,516   ",65.9   ,"11,643,444   ",60.8   ,"983,072   ",7.8   
037,Los Angeles County,1984,"6,026,750   ","3,891,605   ",64.6   ,"3,585,082   ",59.5   ,"306,523   ",7.9   
08,Colorado,1984,"2,354,917   ","1,705,794   ",72.4   ,"1,614,511   ",68.6   ,"91,283   ",5.4   
09,Connecticut,1984,"2,451,083   ","1,670,090   ",68.1   ,"1,594,174   ",65.0   ,"75,916   ",4.5   
10,Delaware,1984,"462,917   ","307,818   ",66.5   ,"288,708   ",62.4   ,"19,110   ",6.2   
11,District of Columbia,1984,"483,000   ","320,583   ",66.4   ,"292,132   ",60.5   ,"28,451   ",8.9   
12,Florida,1984,"8,654,750   ","5,151,362   ",59.5   ,"4,811,147   ",55.6   ,"340,215   ",6.6   
13,Georgia,1984,"4,241,083   ","2,781,294   ",65.6   ,"2,612,874   ",61.6   ,"168,420   ",6.1   
15,Hawaii,1984,"719,500   ","477,105   ",66.3   ,"451,382   ",62.7   ,"25,723   ",5.4   
16,Idaho,1984,"699,083   ","463,098   ",66.2   ,"428,790   ",61.3   ,"34,308   ",7.4   
17,Illinois,1984,"8,613,583   ","5,618,369   ",65.2   ,"5,108,266   ",59.3   ,"510,103   ",9.1   
18,Indiana,1984,"4,076,667   ","2,629,805   ",64.5   ,"2,408,856   ",59.1   ,"220,949   ",8.4   
19,Iowa,1984,"2,160,250   ","1,416,721   ",65.6   ,"1,313,734   ",60.8   ,"102,987   ",7.3   
20,Kansas,1984,"1,795,333   ","1,198,398   ",66.8   ,"1,138,700   ",63.4   ,"59,698   ",5.0   
21,Kentucky,1984,"2,731,417   ","1,699,975   ",62.2   ,"1,544,894   ",56.6   ,"155,081   ",9.1   
22,Louisiana,1984,"3,184,917   ","1,939,437   ",60.9   ,"1,747,918   ",54.9   ,"191,519   ",9.9   
23,Maine,1984,"865,250   ","549,268   ",63.5   ,"516,300   ",59.7   ,"32,968   ",6.0   
24,Maryland,1984,"3,288,167   ","2,236,436   ",68.0   ,"2,121,945   ",64.5   ,"114,491   ",5.1   
25,Massachusetts,1984,"4,510,667   ","3,032,439   ",67.2   ,"2,886,782   ",64.0   ,"145,657   ",4.8   
26,Michigan,1984,"6,742,500   ","4,315,272   ",64.0   ,"3,824,950   ",56.7   ,"490,322   ",11.4   
27,Minnesota,1984,"3,105,000   ","2,223,307   ",71.6   ,"2,084,327   ",67.1   ,"138,980   ",6.3   
28,Mississippi,1984,"1,840,417   ","1,092,127   ",59.3   ,"974,286   ",52.9   ,"117,841   ",10.8   
29,Missouri,1984,"3,756,417   ","2,392,176   ",63.7   ,"2,222,714   ",59.2   ,"169,462   ",7.1   
30,Montana,1984,"601,417   ","401,451   ",66.8   ,"370,240   ",61.6   ,"31,211   ",7.8   
31,Nebraska,1984,"1,178,667   ","790,709   ",67.1   ,"755,912   ",64.1   ,"34,797   ",4.4   
32,Nevada,1984,"691,583   ","501,346   ",72.5   ,"462,590   ",66.9   ,"38,756   ",7.7   
33,New Hampshire,1984,"737,583   ","524,790   ",71.1   ,"502,198   ",68.1   ,"22,592   ",4.3   
34,New Jersey,1984,"5,834,250   ","3,795,093   ",65.0   ,"3,560,939   ",61.0   ,"234,154   ",6.2   
35,New Mexico,1984,"1,011,417   ","628,539   ",62.1   ,"578,333   ",57.2   ,"50,206   ",8.0   
36,New York,1984,"13,629,000   ","8,127,300   ",59.6   ,"7,548,937   ",55.4   ,"578,363   ",7.1   
51000,New York city,1984,"5,719,083   ","3,118,509   ",54.5   ,"2,845,939   ",49.8   ,"272,570   ",8.7   
